Location,Postcode,City
Changkat Payong,33020,Kuala Kangsar
Cheh,33020,Kuala Kangsar
Chuar,33020,Kuala Kangsar
Demong,33020,Kuala Kangsar
Jasa,33020,Kuala Kangsar
Kampung Bendang Ujib,33020,Kuala Kangsar
Kampung Berala,33020,Kuala Kangsar
Kampung Changkat Che Kampar,33020,Kuala Kangsar
Kampung Changkat Jambu,33020,Kuala Kangsar
Kampung Changkat Payong Kati,33020,Kuala Kangsar
Kampung Cheh,33020,Kuala Kangsar
Kampung Cheh Ulu,33020,Kuala Kangsar
Kampung Chuar Hilir,33020,Kuala Kangsar
Kampung Chuar Hulu,33020,Kuala Kangsar
Kampung Dangla,33020,Kuala Kangsar
Kampung Hulu Kati,33020,Kuala Kangsar
Kampung Kati,33020,Kuala Kangsar
Kampung Kuala Terap,33020,Kuala Kangsar
Kampung Lata,33020,Kuala Kangsar
Kampung Maran,33020,Kuala Kangsar
Kampung Padang Lalang,33020,Kuala Kangsar
Kampung Temong Hulu,33020,Kuala Kangsar
Kampung Terap,33020,Kuala Kangsar
Kampung Tiong,33020,Kuala Kangsar
Kampung Ulu Ribu,33020,Kuala Kangsar
Kati,33020,Kuala Kangsar
Kepala Bendang,33020,Kuala Kangsar
Kuala Terap,33020,Kuala Kangsar
Kubang Temiang,33020,Kuala Kangsar
Liman Kati,33020,Kuala Kangsar
Taman Impiana,33020,Kuala Kangsar
Taman Liman,33020,Kuala Kangsar
Taman Sri Pagi,33020,Kuala Kangsar
Kampung Belukar Kunyit,33030,Kuala Kangsar
Kampung Bukit Berapit,33030,Kuala Kangsar
Kampung Changkat Berangan,33030,Kuala Kangsar
Kampung Cherakoh,33030,Kuala Kangsar
Kampung Dalang,33030,Kuala Kangsar
Kampung Danglang,33030,Kuala Kangsar
Kampung Gerakoh,33030,Kuala Kangsar
Perumahan Awam Liman Kati,33030,Kuala Kangsar
Seberang Payah,33040,Kuala Kangsar
Tebing Pulai,33040,Kuala Kangsar
Bendang Kering,33040,Kuala Kangsar
Jalan Masjid Kota Lama Kanan,33040,Kuala Kangsar
Kampung Batang Kulim,33040,Kuala Kangsar
Kampung Bendang Kering,33040,Kuala Kangsar
Kampung Bukit Lada,33040,Kuala Kangsar
Kampung Bunut,33040,Kuala Kangsar
Kampung Changkat Lobak,33040,Kuala Kangsar
Kampung Gintang,33040,Kuala Kangsar
Kampung Kandang,33040,Kuala Kangsar
Kampung Kandang Hilir,33040,Kuala Kangsar
Kampung Kandang Hulu,33040,Kuala Kangsar
Kampung Kelantan,33040,Kuala Kangsar
Kampung Keledang,33040,Kuala Kangsar
Kampung Kepala Bendang,33040,Kuala Kangsar
Kampung Kongsi,33040,Kuala Kangsar
Kampung Kota Lama Kanan,33040,Kuala Kangsar
Kampung Kuala Sayong Hilir,33040,Kuala Kangsar
Kampung Kuala Sayong Hulu,33040,Kuala Kangsar
Kampung Kubang Pekan,33040,Kuala Kangsar
Kampung Kubang Temiang,33040,Kuala Kangsar
Kampung Kubang Terap,33040,Kuala Kangsar
Kampung Masjid Kota Lama Kanan,33040,Kuala Kangsar
Kampung Mata Ayer,33040,Kuala Kangsar
Kampung Menora,33040,Kuala Kangsar
Kampung Orang Asli,33040,Kuala Kangsar
Kampung Pangkal Ampang,33040,Kuala Kangsar
Kampung Pauh,33040,Kuala Kangsar
Kampung Penjan,33040,Kuala Kangsar
Kampung Saga,33040,Kuala Kangsar
Kampung Sayong Lembah,33040,Kuala Kangsar
Kampung Sayong Masjid,33040,Kuala Kangsar
Kampung Sayong Tebing,33040,Kuala Kangsar
Kampung Sayong Tengah,33040,Kuala Kangsar
Kampung Seberang Paya,33040,Kuala Kangsar
Kampung Sekolah,33040,Kuala Kangsar
Kampung Tanjong,33040,Kuala Kangsar
Kota Lama Kanan,33040,Kuala Kangsar
Kuala Kangsar (Km 45),33040,Kuala Kangsar
Kuala Sayong,33040,Kuala Kangsar
Kubang Terap,33040,Kuala Kangsar
Masjid Kota Lama Kanan,33040,Kuala Kangsar
Pauh,33040,Kuala Kangsar
Penjan,33040,Kuala Kangsar
Permatang Ipoh,33040,Kuala Kangsar
Permatang Pauh,33040,Kuala Kangsar
Saga,33040,Kuala Kangsar
Sayong Hulu,33040,Kuala Kangsar
Bukit Berapit,33100,Pengkalan Hulu
Bukit Perah Kuak Tengah,33100,Pengkalan Hulu
Felda Nenering (1 - 3),33100,Pengkalan Hulu
Jalan Baling,33100,Pengkalan Hulu
Jalan Tasek,33100,Pengkalan Hulu
Kampung Ayer Panas,33100,Pengkalan Hulu
Kampung Banggol Temak,33100,Pengkalan Hulu
Kampung Baru,33100,Pengkalan Hulu
Kampung Baru Ayer Panas,33100,Pengkalan Hulu
Kampung Baru Kuak Luar,33100,Pengkalan Hulu
Kampung Baru Tambahan Kuak Luar,33100,Pengkalan Hulu
Kampung Bukit Berangan,33100,Pengkalan Hulu
Kampung Bukit Jerai,33100,Pengkalan Hulu
Kampung Bukit Seradang,33100,Pengkalan Hulu
Kampung Bukit Telor,33100,Pengkalan Hulu
Kampung Buloh Minyak,33100,Pengkalan Hulu
Kampung Carok Kurau,33100,Pengkalan Hulu
Kampung Ceruk Merbau,33100,Pengkalan Hulu
Kampung Kuak Hulu,33100,Pengkalan Hulu
Kampung Kuak Luar,33100,Pengkalan Hulu
Kampung Kuak Tengah,33100,Pengkalan Hulu
Kampung Padang Berkuai,33100,Pengkalan Hulu
Kampung Padang Bongor,33100,Pengkalan Hulu
Kampung Padang Jeneris,33100,Pengkalan Hulu
Kampung Padang Kota,33100,Pengkalan Hulu
Kampung Padang Temak,33100,Pengkalan Hulu
Kampung Pecah Batu,33100,Pengkalan Hulu
Kampung Pondok Kuak Luar,33100,Pengkalan Hulu
Kampung Pondok Tambahan,33100,Pengkalan Hulu
Kampung Raja Kayu Kuak Luar,33100,Pengkalan Hulu
Kampung Seberang,33100,Pengkalan Hulu
Kampung Selarong,33100,Pengkalan Hulu
Kampung Simpang Perak,33100,Pengkalan Hulu
Kampung Simpang Pulai,33100,Pengkalan Hulu
Kampung Tanjong Luas,33100,Pengkalan Hulu
Kampung Tasek,33100,Pengkalan Hulu
Kampung Tasek Tambahan,33100,Pengkalan Hulu
Kampung Tersusun Jalan Lepang Nenering,33100,Pengkalan Hulu
Kampung Tersusun Padang Tamat,33100,Pengkalan Hulu
Kampung Tok Balai,33100,Pengkalan Hulu
Kampung Tok Ketua,33100,Pengkalan Hulu
Keroh,33100,Pengkalan Hulu
Komplek Sempadan,33100,Pengkalan Hulu
Kompleks Bebas Cukai,33100,Pengkalan Hulu
Kompleks Perumahan JKR (Jalan Betong),33100,Pengkalan Hulu
Kompleks Perumahan Kastam (Jalan Padang),33100,Pengkalan Hulu
Kompleks PGA Padang Tamat (Jalan Baling),33100,Pengkalan Hulu
Medan Selera Jalan Betong,33100,Pengkalan Hulu
MRSM Padang Tamat,33100,Pengkalan Hulu
Padang Jeneris,33100,Pengkalan Hulu
Pengkalan Hulu,33100,Pengkalan Hulu
PPMS Depan Kem,33100,Pengkalan Hulu
Rancangan Rumah Awam Fasa 3,33100,Pengkalan Hulu
RPA IV (Jalan Betong),33100,Pengkalan Hulu
Simpang Pulai,33100,Pengkalan Hulu
Taman Aman RPA 3,33100,Pengkalan Hulu
Taman Bersatu (Jalan Betong),33100,Pengkalan Hulu
Taman Damai RPA 2,33100,Pengkalan Hulu
Taman Jaya,33100,Pengkalan Hulu
Taman Jaya  (Jalan Baling),33100,Pengkalan Hulu
Taman Kastam,33100,Pengkalan Hulu
Taman Kroh Indah,33100,Pengkalan Hulu
Taman Lam Kok Loong,33100,Pengkalan Hulu
Taman Mawar,33100,Pengkalan Hulu
Taman Raja Sofiah,33100,Pengkalan Hulu
Taman Riah (Jalan Bentong),33100,Pengkalan Hulu
Taman Riah (Jalan Betong),33100,Pengkalan Hulu
Taman Semarak (Jalan Betong),33100,Pengkalan Hulu
Taman Sentosa RPA 1,33100,Pengkalan Hulu
Taman Seri Jaya,33100,Pengkalan Hulu
Taman Seri Kroh,33100,Pengkalan Hulu
Taman Tembusu,33100,Pengkalan Hulu
Taman Usul Jaya,33100,Pengkalan Hulu
Tasik,33100,Pengkalan Hulu
Tok Balai,33100,Pengkalan Hulu
Intan,33200,Intan
Kampung Bukit Asu,33200,Intan
Kampung Bukit Buloh,33200,Intan
Kampung Khek,33200,Intan
Kampung Kong Loong,33200,Intan
Kampung Kwang Loong,33200,Intan
Kampung Pong,33200,Intan
Kampung Seri Utara,33200,Intan
Kampung Sun Heng,33200,Intan
Kampung Tanah Hitam,33200,Intan
Kuarters RHT,33200,Intan
PPRT Kampung Pong,33200,Intan
PPRT Sungai Hitam,33200,Intan
Taman Tasek Perdana (Jalan Intan),33200,Intan
Ayer Ganda,33300,Gerik
Ayer Panas,33300,Gerik
Ayer Suda,33300,Gerik
Bangunan Aked Mara,33300,Gerik
Bukit AmarIkan,33300,Gerik
Bukit Berapit,33300,Gerik
Felda Lawin Papulut,33300,Gerik
Felda Lawin Selatan,33300,Gerik
Felda Lawin Utara,33300,Gerik
Gerik,33300,Gerik
JKR Base Camp,33300,Gerik
Kaki Bukit,33300,Gerik
Kampung Air Bagoh,33300,Gerik
Kampung Air Jada/PPRT,33300,Gerik
Kampung Air Jernang,33300,Gerik
Kampung Air Pari,33300,Gerik
Kampung Air Pulau,33300,Gerik
Kampung Ayer Kelat,33300,Gerik
Kampung Ayer Panas,33300,Gerik
Kampung Ayer Suda Peri (1 - 2),33300,Gerik
Kampung Ayer Terap,33300,Gerik
Kampung Bagan Lawin,33300,Gerik
Kampung Banggol Beranggan,33300,Gerik
Kampung Baru (Km 3),33300,Gerik
Kampung Baru Batu 2,33300,Gerik
Kampung Baru Ulu Lawin,33300,Gerik
Kampung Baru Wan Mohammad,33300,Gerik
Kampung Belum Baru,33300,Gerik
Kampung Bukit Amerikan,33300,Gerik
Kampung Bukit Nasah,33300,Gerik
Kampung Ganda Temenggor,33300,Gerik
Kampung Gerik,33300,Gerik
Kampung Haji Wan Mohammed,33300,Gerik
Kampung Jagoh,33300,Gerik
Kampung Kaki Bukit,33300,Gerik
Kampung Kenayat,33300,Gerik
Kampung Krunei,33300,Gerik
Kampung Kuala Kenderong,33300,Gerik
Kampung Kuala Kenering,33300,Gerik
Kampung Kuala Rui,33300,Gerik
Kampung Malau,33300,Gerik
Kampung Padang,33300,Gerik
Kampung Padang Jeri,33300,Gerik
Kampung Padang Kunyit,33300,Gerik
Kampung Padang Tembak,33300,Gerik
Kampung Pecah Batu,33300,Gerik
Kampung Pecah Batu Lawin,33300,Gerik
Kampung Pechah Batu Bongor,33300,Gerik
Kampung Perah,33300,Gerik
Kampung Perah Lama,33300,Gerik
Kampung Pulau Belayar,33300,Gerik
Kampung Ramasamy,33300,Gerik
Kampung Rancangan Merah,33300,Gerik
Kampung Sawa,33300,Gerik
Kampung Sira Kulim,33300,Gerik
Kampung Tanjong Kala,33300,Gerik
Kampung Tanjong Kasau,33300,Gerik
Kampung Tanjong Lobak,33300,Gerik
Kampung Tanjong Rambai,33300,Gerik
Kampung Tanjong Sejarah,33300,Gerik
Kampung Tawai,33300,Gerik
Kampung Ulu Kendrong,33300,Gerik
Kampung Ulu Lawin,33300,Gerik
Kampung Upra 8,33300,Gerik
Kem Sri Aduka,33300,Gerik
Kem Sri Banding,33300,Gerik
Kuala Rui,33300,Gerik
Ladang Air Kala,33300,Gerik
Padang Kunyit,33300,Gerik
Pecah Batu,33300,Gerik
Pekan Lawin,33300,Gerik
Perumahan Awam 4 (RPA 4),33300,Gerik
Perumahan TNB,33300,Gerik
Rancangan Belia Khas,33300,Gerik
Simpang Tiga Lebuhraya,33300,Gerik
Sira Kulim,33300,Gerik
Taman Desa Kasih Fasa 2,33300,Gerik
Taman Desa Kemboja,33300,Gerik
Taman Desa Mutiara,33300,Gerik
Taman Desa Permai,33300,Gerik
Taman Desa Permata,33300,Gerik
Taman Embun Emas,33300,Gerik
Taman Gerik,33300,Gerik
Taman Gerik (Fasa 2),33300,Gerik
Taman Ibu,33300,Gerik
Taman Intan,33300,Gerik
Taman Mehar,33300,Gerik
Taman Ria,33300,Gerik
Taman Selamat,33300,Gerik
Taman Sentosa,33300,Gerik
Taman Seri Delima Jaya,33300,Gerik
Taman Seri Intan,33300,Gerik
Taman Seri Temenggor,33300,Gerik
Taman Sinaran,33300,Gerik
Taman Sinaran Hijau,33300,Gerik
Taman Tok Purba Lahamat,33300,Gerik
Tanjung Kala,33300,Gerik
Tanjung Rambai,33300,Gerik
Tanjung Sejarah,33300,Gerik
UKK Air Kala,33300,Gerik
Ulu Kenderong,33300,Gerik
UPRA (1),33300,Gerik
Kampung Alai,33310,Gerik
Kampung Ayer Keladi,33310,Gerik
Kampung Ayer Musang,33310,Gerik
Kampung Banggol Sekawan,33310,Gerik
Kampung Baru Kampung Lalang,33310,Gerik
Kampung Batu Hampar,33310,Gerik
Kampung Chorong,33310,Gerik
Kampung Jong,33310,Gerik
Kampung Keledang,33310,Gerik
Kampung Kerunei,33310,Gerik
Kampung Kubang Air Jada,33310,Gerik
Kampung Lalang,33310,Gerik
Kampung Padang Kangar,33310,Gerik
Kampung Padang Langar,33310,Gerik
Kampung Padang Stang,33310,Gerik
Kampung Pahat,33310,Gerik
Kampung Pahit,33310,Gerik
Kampung Plang,33310,Gerik
Kampung Sira Kecil,33310,Gerik
Kampung Star Kechil,33310,Gerik
Kampung Tersusun Kampung Jong,33310,Gerik
Ayer Musang,33310,Gerik
Banggol Sekawan,33310,Gerik
Batu Hampar,33310,Gerik
Corong,33310,Gerik
Felda Lawin Selatan,33310,Gerik
Felda Lawin Utara,33310,Gerik
Felda Papulut Lawin,33310,Gerik
Bandariang,33320,Gerik
Bersia,33320,Gerik
Bersia (Km 10),33320,Gerik
Felda Bersia,33320,Gerik
Felda Bersia Timur,33320,Gerik
Kampung Bagan,33320,Gerik
Kampung Bandariang,33320,Gerik
Kampung Bersia,33320,Gerik
Kampung Bersia Lama,33320,Gerik
Kampung Bongor,33320,Gerik
Kampung Sira Panas,33320,Gerik
Kampung Tersusun Bagan Baru,33320,Gerik
Plang,33320,Gerik
Sira Panas,33320,Gerik
Batu Dinding,33400,Lenggong
Batu Puteri,33400,Lenggong
Bendang Baru,33400,Lenggong
Bukit Balai,33400,Lenggong
Bukit Berapit Kuak,33400,Lenggong
Bukit Nangka,33400,Lenggong
Bukit Sapi,33400,Lenggong
Changkat Berangan,33400,Lenggong
Kampung Bagan Chepor,33400,Lenggong
Kampung Banggol Batu,33400,Lenggong
Kampung Banggol Belimbing,33400,Lenggong
Kampung Baru,33400,Lenggong
Kampung Baru Kota Tempan,33400,Lenggong
Kampung Baru TK Batu,33400,Lenggong
Kampung Batu Dinding,33400,Lenggong
Kampung Batu Puteri,33400,Lenggong
Kampung Beng,33400,Lenggong
Kampung Bonggol Batu,33400,Lenggong
Kampung Bor,33400,Lenggong
Kampung Bukit,33400,Lenggong
Kampung Bukit Sapi,33400,Lenggong
Kampung Bukit Sekolah,33400,Lenggong
Kampung Chain,33400,Lenggong
Kampung Chepor,33400,Lenggong
Kampung Chepor Paya,33400,Lenggong
Kampung Danglang,33400,Lenggong
Kampung Datok,33400,Lenggong
Kampung Gelok,33400,Lenggong
Kampung Gelong Tengah,33400,Lenggong
Kampung Gua Badak,33400,Lenggong
Kampung Gua Badak (Batu 63 1/2),33400,Lenggong
Kampung Hulu Chepor,33400,Lenggong
Kampung Hulu Lenggong,33400,Lenggong
Kampung Kelantan,33400,Lenggong
Kampung Kota,33400,Lenggong
Kampung Kota Tempan Ayer,33400,Lenggong
Kampung Kuak,33400,Lenggong
Kampung Kuak Lata Papan,33400,Lenggong
Kampung Kubang Jambu,33400,Lenggong
Kampung Kunyit,33400,Lenggong
Kampung Labit,33400,Lenggong
Kampung Lahar,33400,Lenggong
Kampung Lakit,33400,Lenggong
Kampung Lata Papan,33400,Lenggong
Kampung Luat,33400,Lenggong
Kampung Lubok Kawah,33400,Lenggong
Kampung Masjid,33400,Lenggong
Kampung Masjid Chepor,33400,Lenggong
Kampung Masjid Jamek,33400,Lenggong
Kampung Masjid Kuak,33400,Lenggong
Kampung Padang Luas,33400,Lenggong
Kampung Palong,33400,Lenggong
Kampung Paya,33400,Lenggong
Kampung Payah,33400,Lenggong
Kampung Pecah Batu,33400,Lenggong
Kampung Pelagut,33400,Lenggong
Kampung Pengkalan Ikan,33400,Lenggong
Kampung Pulau Cheri,33400,Lenggong
Kampung Raban,33400,Lenggong
Kampung Rambong,33400,Lenggong
Kampung Sekolah Perempuan,33400,Lenggong
Kampung Selekoh,33400,Lenggong
Kampung Senderlai,33400,Lenggong
Kampung Sira,33400,Lenggong
Kampung Sira Puteh,33400,Lenggong
Kampung Sira Rambutan,33400,Lenggong
Kampung Talung,33400,Lenggong
Kampung Tambang,33400,Lenggong
Kampung Telok Batu,33400,Lenggong
Kampung Temelong,33400,Lenggong
Kampung Tengah,33400,Lenggong
Kampung Tersusun Bukit Raja,33400,Lenggong
Kampung Ulu Jepai,33400,Lenggong
Kampung Ulu Sepai,33400,Lenggong
Kota Lima Estate,33400,Lenggong
Kota Tampan,33400,Lenggong
Kota Tampan Ayer,33400,Lenggong
Kuak,33400,Lenggong
Kubang Jambu,33400,Lenggong
Lenggong,33400,Lenggong
MRSM Chenderoh,33400,Lenggong
Padang Bola,33400,Lenggong
Padang Luas,33400,Lenggong
Pekan Kuak,33400,Lenggong
Pengkalan Ikan,33400,Lenggong
Pokok Jerai,33400,Lenggong
Raban,33400,Lenggong
Rumah Awam Gua Badak (Fasa 2),33400,Lenggong
Rumah Awam Kota Tampan,33400,Lenggong
Senan Lai,33400,Lenggong
Taman Cempaka,33400,Lenggong
Taman Kota Tampan,33400,Lenggong
Taman Lenggong,33400,Lenggong
Tasek Raban,33400,Lenggong
Teluk Batu,33400,Lenggong
Ulu Lenggong,33400,Lenggong
Ayer Bogak,33410,Lenggong
Ayer Jadah,33410,Lenggong
Ayer Pulau,33410,Lenggong
Belum Baru,33410,Lenggong
Kampung Ayer Bagah,33410,Lenggong
Kampung Ayer Jada,33410,Lenggong
Kampung Ayer Jernang,33410,Lenggong
Kampung Ayer Pari,33410,Lenggong
Kampung Ayer Pulau,33410,Lenggong
Kampung Bagan Lawin,33410,Lenggong
Kampung baru Padang Grus,33410,Lenggong
Kampung Baru Ulu Lawin,33410,Lenggong
Kampung Belum Baru,33410,Lenggong
Kampung Kuala Kedering,33410,Lenggong
Kampung Kubang,33410,Lenggong
Kampung Kubang Lubok Arang,33410,Lenggong
Kampung Malau,33410,Lenggong
Kampung Padang Jeri,33410,Lenggong
Kampung Rancangan Merah,33410,Lenggong
Kampung Sawah,33410,Lenggong
Kampung Tanjong Kasau,33410,Lenggong
Kampung Tanjong Lobak,33410,Lenggong
Kampung Ulu Lawin,33410,Lenggong
Kenayat,33410,Lenggong
Kuala Keneering,33410,Lenggong
Lawin,33410,Lenggong
Malau,33410,Lenggong
Padang Jeri,33410,Lenggong
Papulut,33410,Lenggong
Tanjung Kasau,33410,Lenggong
Tanjung Lubok,33410,Lenggong
Ayer Kala,33420,Lenggong
Kampung Ayer Ibor Sumpitan,33420,Lenggong
Kampung Ayer Kala,33420,Lenggong
Kampung Baru Padang Grus,33420,Lenggong
Kampung Melayu Padang Grus,33420,Lenggong
Kampung Melayu Sumpitan,33420,Lenggong
Kampung Padang Grus,33420,Lenggong
Kampung Sumpitan,33420,Lenggong
Padang Gurus,33420,Lenggong
Selat Pagar,33420,Lenggong
Ulu Lawin,33420,Lenggong
Ladang Jenalek,33500,Sauk
Maryland Estate,33500,Sauk
Perumahan Awam 1,33500,Sauk
Perumahan Awam Baru Fasa 2,33500,Sauk
Sauk,33500,Sauk
Taman Ria,33500,Sauk
Taman Ria 1 & 2,33500,Sauk
Tanjung Perak Estate,33500,Sauk
Aras Estate,33500,Sauk
Bendang Bugis,33500,Sauk
Bendang Selingsing,33500,Sauk
Chegar Galah,33500,Sauk
Kampung Baru,33500,Sauk
Kampung Baru Cenderoh,33500,Sauk
Kampung Baru Sauk,33500,Sauk
Kampung Bendang Bugis,33500,Sauk
Kampung Bendang Selinsing,33500,Sauk
Kampung Biong,33500,Sauk
Kampung Changkat Duku,33500,Sauk
Kampung Changkat Pinang,33500,Sauk
Kampung Chegar,33500,Sauk
Kampung Chegar Galah,33500,Sauk
Kampung Intan Suraya,33500,Sauk
Kampung Jenalek,33500,Sauk
Kampung Jenalek Hilir,33500,Sauk
Kampung Jenalek Hulu,33500,Sauk
Kampung Kelaong,33500,Sauk
Kampung Ngor,33500,Sauk
Kampung Sauk,33500,Sauk
Kampung Seterus,33500,Sauk
Kampung Sewai,33500,Sauk
Kampung Strus,33500,Sauk
Kampung Tahan,33500,Sauk
Kampung Talang Batu,33500,Sauk
Kampung Tengah,33500,Sauk
Beluru,33600,Enggor
Enggor,33600,Enggor
Kampung Baru PPRT,33600,Enggor
Kampung Batu Jarau,33600,Enggor
Kampung Beluru,33600,Enggor
Kampung Bendang Chengal,33600,Enggor
Kampung Enggor,33600,Enggor
Kampung Geliong,33600,Enggor
Kampung Jarau,33600,Enggor
Kampung Kapor,33600,Enggor
Kampung Karai,33600,Enggor
Kampung Keranji,33600,Enggor
Kampung Kuala Karai,33600,Enggor
Kampung Kubang Halban,33600,Enggor
Kampung Lanchang Seri,33600,Enggor
Kampung Lembah Jemuan,33600,Enggor
Kampung Loh,33600,Enggor
Kampung Lubok Capin,33600,Enggor
Kampung Maran,33600,Enggor
Kampung Maran Hilir,33600,Enggor
Kampung Nasib,33600,Enggor
Kampung Ngok,33600,Enggor
Kampung Periang,33600,Enggor
Kampung Prik,33600,Enggor
Kampung Rambong,33600,Enggor
Kampung Reriang,33600,Enggor
Kampung Ribu,33600,Enggor
Kampung Seberang Karai,33600,Enggor
Kampung Setia,33600,Enggor
Kampung Suak Rambai,33600,Enggor
Kampung Sungai Akar,33600,Enggor
Kampung Temong Hilir,33600,Enggor
Kampung Temong Hulu,33600,Enggor
Kampung Temung,33600,Enggor
Kampung Tersusun Sri Jemuan,33600,Enggor
Kampung Ulu Kapor,33600,Enggor
Kampung Ulu Ribu,33600,Enggor
Lembah Jemuan,33600,Enggor
Lembah Jemuran,33600,Enggor
Lubok Chopin,33600,Enggor
Maran,33600,Enggor
Seberang Kerai,33600,Enggor
Taman Sri Apang,33600,Enggor
Bawah Gunung,33700,Padang Rengas
Bukit Berapit,33700,Padang Rengas
Changkat Gohor,33700,Padang Rengas
Kampung Baru,33700,Padang Rengas
Kampung Batu Buntal,33700,Padang Rengas
Kampung Belakang Pekan,33700,Padang Rengas
Kampung Buaya Hilir,33700,Padang Rengas
Kampung Buaya Hulu,33700,Padang Rengas
Kampung Bunya,33700,Padang Rengas
Kampung Gapis,33700,Padang Rengas
Kampung Jaya,33700,Padang Rengas
Kampung Kembal Batu,33700,Padang Rengas
Kampung Keroh,33700,Padang Rengas
Kampung Kroh Hilir,33700,Padang Rengas
Kampung Kroh Hulu,33700,Padang Rengas
Kampung Kroh Seberang,33700,Padang Rengas
Kampung Kroh Tanjong,33700,Padang Rengas
Kampung Lalang,33700,Padang Rengas
Kampung Lembah,33700,Padang Rengas
Kampung Paya Lintah,33700,Padang Rengas
Kampung Paya Panjang Hilir,33700,Padang Rengas
Kampung Paya Panjang Hulu,33700,Padang Rengas
Kampung Paya Ranggam,33700,Padang Rengas
Kampung Paya Salak,33700,Padang Rengas
Kampung Pondok,33700,Padang Rengas
Kampung Pulau,33700,Padang Rengas
Kampung Repoh,33700,Padang Rengas
Kampung Seberang,33700,Padang Rengas
Kampung Sendayan,33700,Padang Rengas
Kampung Stor,33700,Padang Rengas
Kampung Sungai Ati,33700,Padang Rengas
Kampung Tersusun Jalan Stesen,33700,Padang Rengas
Kembal Bali,33700,Padang Rengas
Kuala Dal,33700,Padang Rengas
Ladang Berapit,33700,Padang Rengas
Padang Assam,33700,Padang Rengas
Padang Rengas,33700,Padang Rengas
Payah Lintah,33700,Padang Rengas
Payah Panjang,33700,Padang Rengas
Payah Renggam,33700,Padang Rengas
Payah Salak,33700,Padang Rengas
Raw Bukit Berapit,33700,Padang Rengas
RRI Changkat Melaka,33700,Padang Rengas
Sendayan,33700,Padang Rengas
Sungai Ati,33700,Padang Rengas
Taman Pamai,33700,Padang Rengas
Taman Rengas Indah,33700,Padang Rengas
Taman Rengas Jaya,33700,Padang Rengas
Ara Panjang,33800,Manong
Chabang Bunggor,33800,Manong
Haji Osman Estate,33800,Manong
Jeliang,33800,Manong
Kampung Ara Panjang,33800,Manong
Kampung Batu 40 (Lempor),33800,Manong
Kampung Bekor,33800,Manong
Kampung Bendang Besar,33800,Manong
Kampung Chabang Bungor,33800,Manong
Kampung Changkat,33800,Manong
Kampung Guar,33800,Manong
Kampung Jeliang,33800,Manong
Kampung Kubang Udang,33800,Manong
Kampung Lempor Hilir,33800,Manong
Kampung Lempor Pekan,33800,Manong
Kampung Lempor Seberang,33800,Manong
Kampung Lempor Tengah,33800,Manong
Kampung Mandah,33800,Manong
Kampung Padang Kerbau,33800,Manong
Kampung Pecah Batu,33800,Manong
Kampung Piol,33800,Manong
Kampung Pulai,33800,Manong
Kampung Seberang,33800,Manong
Kampung Semat,33800,Manong
Kampung Suak Petai,33800,Manong
Kampung Teow Kuala Kangsar,33800,Manong
Kampung Ulu Piol,33800,Manong
Kebun Raja Estate,33800,Manong
Kuala  Kenas,33800,Manong
Kubang Udang,33800,Manong
Lempor,33800,Manong
Mandah,33800,Manong
Manong,33800,Manong
Padang Kerbau,33800,Manong
Seberang Manong,33800,Manong
Semat,33800,Manong
Suak Petai,33800,Manong
Suak Semak,33800,Manong
Ulu Kenas,33800,Manong
Ulu Papan,33800,Manong
Ulu Piol,33800,Manong
Kampung Api Sungai,34010,Taiping
Kampung Baru Ulu Sepetang,34010,Taiping
Kampung Bukit Baru,34010,Taiping
Kampung Bukit Belanda,34010,Taiping
Kampung Bukit Forest,34010,Taiping
Kampung Jalan Keretapi,34010,Taiping
Kampung Jalan Sekolah,34010,Taiping
Kampung Lubok Binjal,34010,Taiping
Kampung Melayu,34010,Taiping
Kampung Tebok,34010,Taiping
Kampung Ulu Sepetang,34010,Taiping
Pondok Tanjong,34010,Taiping
Taiping (Km 22.5),34010,Taiping
Taman Seri Kurau,34010,Taiping
Taiping - Peti  Surat  (1 - 80),34007,Taiping
Taiping - Beg BerKunci,34009,Taiping
Taiping - Peti Surat  (81 & ke atas),34008,Taiping
Batu 11 Balik Bukit,34020,Taiping
Bukit Larut,34020,Taiping
Bukit Putus,34020,Taiping
Kampung Balik Bukit,34020,Taiping
Kampung Baru Balik Bukit,34020,Taiping
Kampung Jaya,34020,Taiping
Kampung Permatang Timbul,34020,Taiping
Kampung Sera,34020,Taiping
Ladang Rajmal,34020,Taiping
Ladang Sun Sun,34020,Taiping
Ladang Yam Seng,34020,Taiping
Ulu Sepetang,34020,Taiping
Taman Aor Permai,34000,Taiping
Taman Happy,34000,Taiping
Taman Indah (Fasa 2),34000,Taiping
Taman Kami (Fasa 1 - 3),34000,Taiping
Taman Kampung Jambu 2,34000,Taiping
Taman Kaya (Batu 2 1/2),34000,Taiping
Taman Kaya (Fasa 1 - 3),34000,Taiping
Taman Kerjasama,34000,Taiping
Taman Koperasi Guru - Guru Melayu,34000,Taiping
Taman Kumbang Jaya,34000,Taiping
Taman Kuning Sari,34000,Taiping
Taman Lake Yiew,34000,Taiping
Taman Lembah Tupai,34000,Taiping
Taman Long Jaafar (A - C),34000,Taiping
Taman Long Jaafar E,34000,Taiping
Taman Long Jaafar F,34000,Taiping
Taman Marisa,34000,Taiping
Taman Melati,34000,Taiping
Taman Menara Mas,34000,Taiping
Taman Menteri,34000,Taiping
